ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	subunits(Gene name)	Subunits comment	PubMed ID	Complex comment	Disease comment	SWISSPROT organism	subunits(Gene name syn)	subunits(Protein name)
2946	YY1-Notch1-RBP-Jkappa complex	Human	None	None	P25490;P46531;Q06330	7528;4851;3516	MI:0029- cosedimentation through density gradients; MI:0006- anti bait coimmunoprecipitation; MI:0402- chromatin immunoprecipitation assays	GO:0045893;GO:0003677;GO:0007219;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.01;16.03.01;30.05.02.14;70.10	transcription activation;DNA binding;Notch-receptor signalling pathway;nucleus	YY1;NOTCH1;RBPJ	None	12913000	YY1 indirectly binds to CBF1-response element via association with the intracellular domain of Notch1 (N1IC). N1IC interacts directly with CBF1(RBP-Jkappa).	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	INO80S;TAN1;IGKJRB, IGKJRB1, RBPJK, RBPSUH, CBF1	Transcriptional repressor protein YY1;Neurogenic locus notch homolog protein 1;Recombining binding protein suppressor of hairless
2947	YY1-Notch1 complex	Human	None	K562 cells	P25490;P46531	7528;4851	MI:0029- cosedimentation through density gradients; MI:0006- anti bait coimmunoprecipitation; MI:0402- chromatin immunoprecipitation assays	GO:0003677;GO:0007219;GO:0005634	DNA binding;Notch signaling pathway;nucleus	16.03.01;30.05.02.14;70.10	DNA binding;Notch-receptor signalling pathway;nucleus	YY1;NOTCH1	None	12913000	Transcription factor Ying Yang 1 (YY1) is associated with exogenous N1IC in human K562 erythroleukemic cells. The ankyrin (ANK) domain of N1IC and zinc finger domains of YY1 are essential for the association of N1IC and YY1.	None	Homo sapiens (Human);Homo sapiens (Human)	INO80S;TAN1	Transcriptional repressor protein YY1;Neurogenic locus notch homolog protein 1
2948	Respiratory chain complex I (incomplete intermediate), mitochondrial	Human	NADH:ubiquinone oxidoreductase (EC 1.6.5.3) incomplete intermediate	None	O43181;O75251;O75306;O75380;O95169;O95299;P19404;P28331;P49821;P56181;Q16795	4724;374291;4720;4726;4714;4705;4729;4719;4723;4731;4704	MI:0276-blue native page;MI:0047-far western blotting	GO:0006461;GO:0006818;GO:0022904;GO:0005743;GO:0006119;GO:0009060	protein complex assembly;hydrogen transport;respiratory electron transport chain;mitochondrial inner membrane;oxidative phosphorylation;aerobic respiration	14.10;20.01.15;02.11.07;70.16.05;02.13.03	assembly of protein complexes;electron transport;regulation of electron transport and membrane-associated energy conservation;mitochondrial inner membrane;aerobic respiration	NDUFS4;NDUFS7;NDUFS2;NDUFS6;NDUFB8;NDUFA10;NDUFV2;NDUFS1;NDUFV1;NDUFV3;NDUFA9	None	17438127	Complex I is the first multiprotein complex of the OXPHOS system and participates in the formation of a proton gradient across the inner mitochondrial membrane coupled to transfer of electrons from NADH to ubiquinone.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None;None;None;None;None;None;UQOR1;None;NDUFS2L	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial;NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
2949	MAML1-RBP-Jkappa-Notch1 complex	Mouse	None	COS cells	P31266;Q01705;Q6T264	19664;18128;103806	MI:0428-imaging techniques;MI:0412-electrophoretic mobility supershift assay;MI:0007-anti tag coimmunoprecipitation	GO:0045893;GO:0003677;GO:0007219;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.01;16.03.01;30.05.02.14;70.10	transcription activation;DNA binding;Notch-receptor signalling pathway;nucleus	Rbpj;Notch1;Maml1	None	11101851	Binding of Notch 1 to MAML1 is enhanced in the presence of RBP-Jkappa. MAML1 stabilizes the association of Notch1 with RBP-Jkappa.	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	Igkjrb1 Igkrsbp Rbpsuh;Motch;Kiaa0200	Recombining binding protein suppressor of hairless;Neurogenic locus notch homolog protein 1;Mastermind-like protein 1
2950	MAML1-RBP-Jkappa-Notch2 complex	Mouse	None	COS cells	O35516;P31266;Q6T264	18129;19664;103806	MI:0007-anti tag coimmunoprecipitation	GO:0045893;GO:0003677;GO:0007219;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.01;16.03.01;30.05.02.14;70.10	transcription activation;DNA binding;Notch-receptor signalling pathway;nucleus	Notch2;Rbpj;Maml1	None	11101851	MAML1 binds to the ankyrin repeat domain of all four mammalian NOTCH receptors, forms a DNA-binding complex with intracellular domain of Notch and RBP-Jkappa, and amplifies NOTCH-induced transcription of HES1.	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	None;Igkjrb1 Igkrsbp Rbpsuh;Kiaa0200	Neurogenic locus notch homolog protein 2;Recombining binding protein suppressor of hairless;Mastermind-like protein 1
2951	MAML1-RBP-Jkappa-Notch3 complex	Mouse	None	COS cells	P31266;Q61982;Q6T264	19664;18131;103806	MI:0007-anti tag coimmunoprecipitation	GO:0045893;GO:0003677;GO:0007219;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.01;16.03.01;30.05.02.14;70.10	transcription activation;DNA binding;Notch-receptor signalling pathway;nucleus	Rbpj;Notch3;Maml1	None	11101851	MAML1 binds to the ankyrin repeat domain of all four mammalian NOTCH receptors, forms a DNA-binding complex with intracellular domain of Notch and RBP-Jkappa, and amplifies NOTCH-induced transcription of HES1.	Notch3 is involved in lung cancer (PMID:17804716)	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	Igkjrb1 Igkrsbp Rbpsuh;None;Kiaa0200	Recombining binding protein suppressor of hairless;Neurogenic locus notch homolog protein 3;Mastermind-like protein 1
2952	MAML1-RBP-Jkappa-Notch4 complex	Mouse	None	COS cells	P31266;P31695;Q6T264	19664;18132;103806	MI:0007-anti tag coimmunoprecipitation	GO:0045893;GO:0003677;GO:0007219;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;Notch signaling pathway;nucleus	11.02.03.04.01;16.03.01;30.05.02.14;70.10	transcription activation;DNA binding;Notch-receptor signalling pathway;nucleus	Rbpj;Notch4;Maml1	None	11101851	MAML1 binds to the ankyrin repeat domain of all four mammalian NOTCH receptors, forms a DNA-binding complex with intracellular domain of Notch and RBP-Jkappa, and amplifies NOTCH-induced transcription of HES1.	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	Igkjrb1 Igkrsbp Rbpsuh;Int-3 Int3;Kiaa0200	Recombining binding protein suppressor of hairless;Neurogenic locus notch homolog protein 4;Mastermind-like protein 1
2953	Respiratory chain complex I (nuclear encoded subunits), mitochondrial	Bovine	NADH:ubiquinone oxidoreductase (EC 1.6.5.3) nuclear encoded subunits;	heart muscle	O97725;P04394;P15690;P17694;P23709;P23934;P23935;P25708;P25712;P34942;P34943;P42026;P42028;P42029;P48305;P52505;Q01321;Q02365;Q02366;Q02367;Q02368;Q02369;Q02370;Q02371;Q02372;Q02373;Q02374;Q02375;Q02376;Q02377;Q02378;Q02379;Q02380;Q02827;Q05752;Q8HXG5;Q8HXG6;Q95KV7	281742;None;288380;327697;287327;327691;327714;287014;327717;338060;404188;338079;287027;327710;None;327702;327704;338073;327670;327665;338065;327660;None;338064;282517;327701;327713;327680;282289;None;327690;338057;338061;338046;338063;404161;326346;338084	MI:0047-far western blotting	GO:0006818;GO:0022904;GO:0005743;GO:0006119;GO:0009060	hydrogen transport;respiratory electron transport chain;mitochondrial inner membrane;oxidative phosphorylation;aerobic respiration	20.01.15;02.11.07;70.16.05;02.13.03	electron transport;regulation of electron transport and membrane-associated energy conservation;mitochondrial inner membrane;aerobic respiration	NDUFA12;NDUFV2;NDUFS1;NDUFS2;NDUFS3;NDUFS6;NDUFA5;NDUFV1;NDUFV3;NDUFA10;NDUFA9;NDUFS7;NDUFS8;NDUFA8;NDUFB4;NDUFAB1;NDUFA4;NDUFB3;NDUFA6;NDUFB6;NDUFB7;NDUFB9;NDUFA2;NDUFA3;NDUFB8;NDUFB10;NDUFB2;NDUFS4;NDUFC1;NDUFA1;NDUFB1;NDUFS5;NDUFB5;NDUFC2;NDUFA7;NDUFB11;NDUFA11;NDUFA13	None	12837546	Complex I is the first multiprotein complex of the OXPHOS system and participates in the formation of a proton gradient across the inner mitochondrial membrane coupled to transfer of electrons from NADH to ubiquinone.	None	Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine)	None;None;None;None;None;None;None;UQOR1;None;None;None;None;None;None;None;None;None;None;None;None;None;UQOR22;None;None;None;None;None;None;None;None;None;None;None;None;CI-B14-5A;None;None;GRIM19	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12;NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5;NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial;NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4;Acyl carrier protein, mitochondrial;Cytochrome c oxidase subunit NDUFA4;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial;NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NADH dehydrogenase [ubiquinone] iron-sulfur protein 5;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial;NADH dehydrogenase [ubiquinone] 1 subunit C2;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
2954	Smad1-Notch1-p300-Pcaf complex	Mouse	None	nervous tissue	B2RWS6;P70340;Q01705;Q9JHD1	328572;17125;18128;18519	MI:0007-anti tag coimmunoprecipitation	GO:0045893;GO:0006476;GO:0003677;GO:0051090;GO:0007219;GO:0005634	positive regulation of transcription, DNA-templated;protein deacetylation;DNA binding;regulation of sequence-specific DNA binding transcription factor activity;Notch signaling pathway;nucleus	11.02.03.04.01;14.07.04;16.03.01;18.02.09;30.05.02.14;70.10	transcription activation;modification by acetylation, deacetylation;DNA binding;regulator of transcription factor;Notch-receptor signalling pathway;nucleus	Ep300;Smad1;Notch1;Kat2b	None	14500836	Interaction of SMAD1 and Notch1 was enhanced in the presence of p300 and PCAF.	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	P300;Madh1, Madr1;Motch;Pcaf	Histone acetyltransferase p300;Mothers against decapentaplegic homolog 1;Neurogenic locus notch homolog protein 1;Histone acetyltransferase KAT2B
2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	Human	None	None	O43561;P06239;P19174;Q13094	27040;3932;5335;3937	MI:0019- coimmunoprecipitation	GO:0007169;GO:0050896	transmembrane receptor protein tyrosine kinase signaling pathway;response to stimulus	30.05.01.12;36.25	transmembrane receptor protein tyrosine kinase signalling pathways;animal specific systemic sensing and response	LAT;LCK;PLCG1;LCP2	None	16938345	The authors show that in pervanadate-treated Jurkat cells, but not in J.CaM1.6 cells, three tyrosine-phosphorylated proteins with molecular weights about 59, 76 and 150 Kd, corresponding to Lck, SLP76, PLC-gamma-1 were co-precipitated with LAT.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;PLC1;None	Linker for activation of T-cells family member 1;Tyrosine-protein kinase Lck;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1;Lymphocyte cytosolic protein 2
2956	PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated	Human	None	None	O43561;P19174;P22681	27040;5335;867	MI:0019- coimmunoprecipitation	GO:0007169;GO:0050896	transmembrane receptor protein tyrosine kinase signaling pathway;response to stimulus	30.05.01.12;36.25	transmembrane receptor protein tyrosine kinase signalling pathways;animal specific systemic sensing and response	LAT;PLCG1;CBL	None	16938345	The authors show that  upon OKT3 stimulation, an extensive phosphorylation of LAT was seen in J2.LAT cells, but the phosphorylation of LAT F171F191 was barely detectable.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;PLC1;CBL2, RNF55	Linker for activation of T-cells family member 1;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1;E3 ubiquitin-protein ligase CBL
2957	LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated	Human	None	None	O43561;P62993	27040;2885	MI:0019- coimmunoprecipitation	GO:0007169;GO:0050896	transmembrane receptor protein tyrosine kinase signaling pathway;response to stimulus	30.05.01.12;36.25	transmembrane receptor protein tyrosine kinase signalling pathways;animal specific systemic sensing and response	LAT;GRB2	None	16938345	The authors show that in the absence of a kinase, the association of LAT and Grb2 was not detected. Grb2 was co-precipitated with LAT, but not with LATF171F191, in the presence of Fyn, mLck(KA) or Syk kinases.	None	Homo sapiens (Human);Homo sapiens (Human)	None;ASH	Linker for activation of T-cells family member 1;Growth factor receptor-bound protein 2
2958	SMAD1-CBP complex	Human	None	None	Q15797;Q92793	4086;1387	MI:0007- anti tag coimmunoprecipitation	GO:0006265;GO:0045893;GO:0006473;GO:0006476;GO:0007179;GO:0051276;GO:0005634	DNA topological change;positive regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;transforming growth factor beta receptor signaling pathway;chromosome organization;nucleus	10.01.09.05;11.02.03.04.01;14.07.04;30.05.01.18.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription activation;modification by acetylation, deacetylation;TGF-beta-receptor signalling pathway;organization of chromosome structure;nucleus	SMAD1;CREBBP	None	10673036	SMAD1 stimulates transcription cooperatively with CBP.	None	Homo sapiens (Human);Homo sapiens (Human)	BSP1 MADH1 MADR1;CBP	Mothers against decapentaplegic homolog 1;CREB-binding protein
2959	SMAD1-OAZ-HsN3 complex	Human	None	COS cells	P28070;P54368;Q15797	5692;4946;4086	MI:0006-anti bait coimmunoprecipitation	GO:2001141;GO:0006355;GO:0043161;GO:0006511;GO:0003677;GO:0007179;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;DNA binding;transforming growth factor beta receptor signaling pathway;nucleus	11.02.03.04;14.13.01.01;16.03.01;30.05.01.18.01;70.10	transcriptional control;proteasomal degradation (ubiquitin/proteasomal pathway);DNA binding;TGF-beta-receptor signalling pathway;nucleus	PSMB4;OAZ1;SMAD1	None	12097147	The interaction of the subunits is enhanced upon BMP type I receptor activation and occur prior to the incorporation of HsN3 into the mature 20S proteasome. Furthermore, BMPs trigger the translocation of the complex to the nucleus.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	PROS26;OAZ;BSP1 MADH1 MADR1	Proteasome subunit beta type-4;Ornithine decarboxylase antizyme 1;Mothers against decapentaplegic homolog 1
